5.52e+00,9.50e-01
4.75e+00,5.93e-01
4.52e+00,4.78e-01
4.37e+00,4.58e-01
4.09e+00,4.53e-01
3.92e+00,4.11e-01
3.91e+00,3.93e-01
3.68e+00,3.89e-01
3.52e+00,3.96e-01
3.54e+00,4.03e-01
5.22e+00,8.96e-01
4.69e+00,7.41e-01
4.46e+00,6.68e-01
4.32e+00,6.00e-01
4.15e+00,5.41e-01
3.93e+00,4.94e-01
3.76e+00,4.56e-01
3.58e+00,4.19e-01
3.47e+00,4.06e-01
3.33e+00,3.47e-01
5.14e+00,9.04e-01
4.65e+00,6.99e-01
4.36e+00,6.55e-01
4.22e+00,5.78e-01
4.06e+00,5.67e-01
3.85e+00,5.05e-01
3.67e+00,4.53e-01
3.53e+00,4.17e-01
3.42e+00,4.10e-01
3.30e+00,3.88e-01
5.04e+00,8.50e-01
4.58e+00,6.98e-01
4.41e+00,6.38e-01
4.14e+00,5.96e-01
3.99e+00,5.22e-01
3.82e+00,5.07e-01
3.64e+00,4.25e-01
3.51e+00,4.19e-01
3.34e+00,4.05e-01
3.22e+00,3.57e-01
3.42e+00,5.15e-01
3.19e+00,3.77e-01
3.06e+00,3.61e-01
2.93e+00,3.43e-01
2.88e+00,3.55e-01
2.74e+00,2.95e-01
2.70e+00,2.80e-01
2.58e+00,2.93e-01
2.54e+00,2.56e-01
2.53e+00,2.45e-01
3.41e+00,4.75e-01
3.21e+00,4.63e-01
3.04e+00,3.54e-01
2.90e+00,3.46e-01
2.75e+00,3.15e-01
2.68e+00,3.16e-01
2.59e+00,2.94e-01
2.51e+00,2.73e-01
2.46e+00,2.89e-01
2.39e+00,2.55e-01
2.54e+00,3.53e-01
2.41e+00,3.02e-01
2.32e+00,2.86e-01
2.27e+00,2.64e-01
2.21e+00,2.50e-01
2.19e+00,2.49e-01
2.15e+00,2.46e-01
2.11e+00,2.44e-01
2.05e+00,2.40e-01
2.06e+00,2.25e-01
2.63e+00,3.81e-01
2.46e+00,3.32e-01
2.32e+00,2.97e-01
2.25e+00,2.84e-01
2.20e+00,2.72e-01
2.15e+00,2.66e-01
2.10e+00,2.57e-01
2.08e+00,2.45e-01
2.04e+00,2.32e-01
2.02e+00,2.34e-01
2.12e+00,3.20e-01
2.03e+00,2.85e-01
2.00e+00,2.80e-01
1.95e+00,2.56e-01
1.92e+00,2.47e-01
1.90e+00,2.55e-01
1.90e+00,2.51e-01
1.84e+00,2.40e-01
1.86e+00,2.36e-01
1.85e+00,2.49e-01
1.95e+00,2.77e-01
1.85e+00,2.65e-01
1.82e+00,2.50e-01
1.80e+00,2.41e-01
1.78e+00,2.44e-01
1.75e+00,2.38e-01
1.77e+00,2.40e-01
1.75e+00,2.42e-01
1.74e+00,2.24e-01
1.73e+00,2.24e-01
2.03e+00,3.17e-01
1.92e+00,2.79e-01
1.82e+00,2.64e-01
1.79e+00,2.44e-01
1.78e+00,2.46e-01
1.76e+00,2.52e-01
1.74e+00,2.37e-01
1.72e+00,2.45e-01
1.70e+00,2.26e-01
1.69e+00,2.34e-01
2.09e+00,3.39e-01
1.91e+00,2.89e-01
1.84e+00,2.73e-01
1.80e+00,2.65e-01
1.76e+00,2.56e-01
1.76e+00,2.59e-01
1.71e+00,2.54e-01
1.71e+00,2.46e-01
1.70e+00,2.45e-01
1.68e+00,2.35e-01
2.13e+00,3.71e-01
1.96e+00,3.26e-01
1.85e+00,2.84e-01
1.78e+00,2.83e-01
1.76e+00,2.72e-01
1.71e+00,2.73e-01
1.70e+00,2.58e-01
1.67e+00,2.54e-01
1.69e+00,2.52e-01
1.66e+00,2.56e-01
2.15e+00,3.95e-01
1.96e+00,3.33e-01
1.85e+00,2.94e-01
1.79e+00,2.94e-01
1.76e+00,2.87e-01
1.70e+00,2.86e-01
1.69e+00,2.76e-01
1.69e+00,2.67e-01
1.65e+00,2.68e-01
1.63e+00,2.57e-01
1.70e+00,2.80e-01
1.65e+00,2.70e-01
1.64e+00,2.49e-01
1.60e+00,2.55e-01
1.59e+00,2.48e-01
1.60e+00,2.54e-01
1.56e+00,2.42e-01
1.57e+00,2.43e-01
1.57e+00,2.39e-01
1.56e+00,2.48e-01
1.76e+00,3.03e-01
1.69e+00,2.84e-01
1.65e+00,2.61e-01
1.63e+00,2.73e-01
1.58e+00,2.58e-01
1.58e+00,2.61e-01
1.57e+00,2.51e-01
1.56e+00,2.57e-01
1.56e+00,2.58e-01
1.56e+00,2.45e-01
1.62e+00,2.75e-01
1.57e+00,2.59e-01
1.54e+00,2.60e-01
1.54e+00,2.52e-01
1.54e+00,2.54e-01
1.52e+00,2.46e-01
1.49e+00,2.36e-01
1.50e+00,2.45e-01
1.50e+00,2.40e-01
1.50e+00,2.44e-01
1.66e+00,3.08e-01
1.60e+00,2.73e-01
1.55e+00,2.81e-01
1.53e+00,2.68e-01
1.53e+00,2.62e-01
1.51e+00,2.57e-01
1.49e+00,2.51e-01
1.50e+00,2.54e-01
1.50e+00,2.48e-01
1.49e+00,2.46e-01
1.54e+00,2.90e-01
1.51e+00,2.63e-01
1.50e+00,2.67e-01
1.47e+00,2.62e-01
1.47e+00,2.47e-01
1.45e+00,2.49e-01
1.45e+00,2.54e-01
1.45e+00,2.55e-01
1.45e+00,2.53e-01
1.47e+00,2.56e-01
1.52e+00,2.93e-01
1.47e+00,2.79e-01
1.44e+00,2.69e-01
1.43e+00,2.67e-01
1.42e+00,2.59e-01
1.44e+00,2.65e-01
1.42e+00,2.66e-01
1.42e+00,2.56e-01
1.41e+00,2.63e-01
1.42e+00,2.54e-01
